DEPARTAMENTO,PROVINCIA,DISTRITO,LATITUD,LONGITUD
HUANUCO,LAURICOCHA,JESUS,-10.0781114,-76.6315739
APURIMAC,CHINCHEROS,URANMARCA,-13.6724291,-73.6695595
AREQUIPA,AREQUIPA,MARIANO MELGAR,-16.3659477,-71.453062
ANCASH,HUAYLAS,MATO,-8.9587585,-77.8921507
CAJAMARCA,SANTA CRUZ,CATACHE,-6.6739084,-79.0326561
AYACUCHO,PAUCAR DEL SARA,LAMPA,-15.1850858,-73.3485703
APURIMAC,AYMARAES,TINTAY,-13.9596179,-73.1851069
LORETO,MARISCAL RAMON,SAN PABLO,-3.7162678,-71.3968802
AYACUCHO,VILCA HUAMAN,VISCHONGO,,
ICA,PALPA,SANTA CRUZ,-14.4530297,-75.2393876
UCAYALI,ATALAYA,RAIMONDI,-10.7344446,-73.7583717
CAJAMARCA,CHOTA,TOCMOCHE,-6.4129611,-79.3607734
HUANCAVELICA,HUAYTARA,AYAVI,-13.9512196,-75.2652821
AMAZONAS,CHACHAPOYAS,SOLOCO,-6.2603269,-77.7447758
CUSCO,URUBAMBA,OLLANTAYTAMBO,-13.2586458,-72.2636012
HUANUCO,HUAMALIES,PUÃOS,,
AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,-14.0441304,-73.6374396
CAJAMARCA,CONTUMAZA,TANTARICA,-7.2698246,-78.944504
ANCASH,HUAYLAS,HUALLANCA,-8.8191008,-77.8629209
JUNIN,JAUJA,MARCO,-11.7400666,-75.5612829
LIMA,HUARAL,ATAVILLOS ALTO,-11.2781472,-76.616084
HUANUCO,AMBO,CAYNA,-10.2723727,-76.3886207
JUNIN,SATIPO,LLAYLLA,-11.3814789,-74.5906234
ANCASH,MARISCAL LUZURR,FIDEL OLIVAS ESCUDERO,,
LIMA,HUAURA,SANTA LEONOR,-10.9554541,-76.6732653
PUNO,SAN ANTONIO DE,QUILCAPUNCU,-14.8929648,-69.7302897
HUANCAVELICA,HUANCAVELICA,YAULI,-12.7698467,-74.851089
AYACUCHO,PAUCAR DEL SARA,MARCABAMBA,-15.1498207,-73.3413923
PIURA,HUANCABAMBA,LALAQUIZ,-5.1778447,-79.6655743
ICA,NAZCA,EL INGENIO,-14.6451139,-75.0583569
CAJAMARCA,CAJAMARCA,LOS BAÃOS DEL INCA,,
HUANUCO,LAURICOCHA,BAÃOS,,
CAJAMARCA,SAN MIGUEL,SAN GREGORIO,-7.0571249,-79.0951175
AMAZONAS,BAGUA,COPALLIN,-5.6748583,-78.4229173
LORETO,DATEM DEL MARAÃON,MORONA,,
ANCASH,HUARMEY,MALVAS,-9.9294855,-77.6579418
UCAYALI,PADRE ABAD,CURIMANA,-8.4339919,-75.1532203
APURIMAC,COTABAMBAS,COTABAMBAS,-13.747131,-72.356232
HUANCAVELICA,TAYACAJA,ACRAQUIA,-12.4068422,-74.9013577
UCAYALI,ATALAYA,SEPAHUA,-11.1378792,-73.0452127
LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,-12.1456425,-76.2125565
APURIMAC,COTABAMBAS,TAMBOBAMBA,-13.9461814,-72.1745097
JUNIN,TARMA,PALCAMAYO,-11.2952088,-75.7718904
HUANUCO,HUAMALIES,JIRCAN,-9.2467919,-76.7191947
LIMA,CANETE,COAYLLO,-12.6523026,-76.4243572
HUANCAVELICA,ANGARAES,JULCAMARCA,-13.0143703,-74.4447304
EUROPA,ESPAÃA,NAN,,
CUSCO,CHUMBIVILCAS,QUIÃOTA,,
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,-6.1577994,-79.6480109
CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,-13.6739086,-71.6776479
HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,-10.2906895,-76.6301615
SAN MARTIN,BELLAVISTA,BAJO BIAVO,-7.2175081,-76.2597931
AMAZONAS,CHACHAPOYAS,BALSAS,-6.8355968,-78.018516
LIMA,CANTA,HUAROS,-11.406225,-76.5757127
AREQUIPA,CAMANA,CAMANA,-16.6248458,-72.7114514
JUNIN,CONCEPCION,ACO,-11.9578405,-75.3673014
LIMA,OYON,COCHAMARCA,-10.8623528,-77.1288555
HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,-12.6643224,-75.3242455
LORETO,ALTO AMAZONAS,BALSAPUERTO,-5.831621,-76.5598614
AREQUIPA,CASTILLA,ORCOPAMPA,-15.2673473,-72.3435101
AMAZONAS,BONGARA,SHIPASBAMBA,-5.9099591,-77.9808638
AYACUCHO,VILCA HUAMAN,CARHUANCA,,
LA LIBERTAD,OTUZCO,USQUIL,-7.8154816,-78.4168122
AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,-13.7186797,-74.102109
ICA,ICA,OCUCAJE,-14.3470669,-75.6717561
PIURA,AYABACA,LAGUNAS,-4.7897345,-79.8451114
ANCASH,CARHUAZ,PARIAHUANCA,-9.3650327,-77.5806762
CUSCO,ESPINAR,PALLPATA,-14.9441364,-71.0799121
ANCASH,RECUAY,CATAC,-9.9244392,-77.3384783
AREQUIPA,AREQUIPA,QUEQUEÃA,,
CUSCO,CANCHIS,CHECACUPE,-14.0251714,-71.4535654
AYACUCHO,VILCA HUAMAN,VILCAS HUAMAN,,
AREQUIPA,AREQUIPA,UCHUMAYO,-16.4251651,-71.6727116
HUANUCO,DOS DE MAYO,SHUNQUI,-9.7311947,-76.7833329
LA LIBERTAD,OTUZCO,SINSICAP,-7.8515877,-78.7545356
CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,-7.4366446,-78.1476144
AMAZONAS,LUYA,PISUQUIA,-6.4703841,-78.0920018
CAJAMARCA,SAN MIGUEL,LLAPA,-6.9807634,-78.8076004
PASCO,PASCO,SIMON BOLIVAR,-10.7195033,-76.3777409
MADRE DE DIOS,MANU,HUEPETUHE,-12.9944387,-70.5269739
ANCASH,HUARI,HUANTAR,-9.4519782,-77.1763553
HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,-12.0938577,-74.8636269
CAJAMARCA,CELENDIN,HUASMIN,-6.8376064,-78.2449857
ANCASH,BOLOGNESI,MANGAS,-10.3691135,-77.1034268
LA LIBERTAD,PATAZ,ONGON,-8.2076315,-76.9831223
ICA,PALPA,RIO GRANDE,-14.5200899,-75.2015081
SAN MARTIN,MOYOBAMBA,HABANA,-6.0817056,-77.0895207
LAMBAYEQUE,CHICLAYO,POMALCA,-6.7674263,-79.7774973
CUSCO,ANTA,ANCAHUASI,-13.4571382,-72.3005668
ANCASH,HUARI,CHAVIN DE HUANTAR,-9.5886299,-77.177664
AMERICA,NICARAGUA,NAN,,
ICA,PISCO,PARACAS,-13.8350425,-76.2496219
AYACUCHO,SUCRE,HUACAÃA,,
HUANUCO,AMBO,COLPAS,-10.2681315,-76.4153945
LA LIBERTAD,BOLIVAR,CONDORMARCA,-7.5430367,-77.5889964
ANCASH,HUARAZ,LA LIBERTAD,-9.6307038,-77.7095232
LA LIBERTAD,PATAZ,HUAYLILLAS,-8.1876887,-77.3431565
CAJAMARCA,SAN MIGUEL,CALQUIS,-6.9801252,-78.8499806
APURIMAC,GRAU,SAN ANTONIO,-14.1696426,-72.6232775
CAJAMARCA,CAJAMARCA,MATARA,-7.2750555,-78.2629041
ANCASH,POMABAMBA,QUINUABAMBA,-8.6971912,-77.3984743
LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,-12.0955007,-76.2302171
CUSCO,CUSCO,CCORCA,-13.5844728,-72.0592279
PUNO,LAMPA,SANTA LUCIA,-15.6987668,-70.6065559
HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,-9.4261524,-76.7566217
CUSCO,LA CONVENCION,QUELLOUNO,-12.6363708,-72.5570935
PUNO,HUANCANE,HUATASANI,-15.0596198,-69.8014014
LA LIBERTAD,ASCOPE,RAZURI,-7.6869321,-79.3836782
HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,-13.1131122,-74.4193193
SAN MARTIN,SAN MARTIN,CHIPURANA,-6.4494511,-75.5991695
SAN MARTIN,SAN MARTIN,CACATACHI,-6.4635052,-76.4500777
SAN MARTIN,LAMAS,CUÃUMBUQUI,,
AREQUIPA,CAYLLOMA,LARI,-15.6233676,-71.7685005
JUNIN,CONCEPCION,MANZANARES,-12.0001258,-75.3636274
MADRE DE DIOS,TAHUAMANU,IBERIA,-11.4070896,-69.4892093
LIMA,YAUYOS,QUINOCAY,-12.3407057,-76.2801757
SAN MARTIN,SAN MARTIN,HUIMBAYOC,-6.4179853,-75.7681936
LA LIBERTAD,VIRU,GUADALUPITO,-8.9511379,-78.6247273
PUNO,YUNGUYO,YUNGUYO,-16.2442325,-69.0925538
LIMA,OYON,NAVAN,-10.86212,-77.039789
SAN MARTIN,PICOTA,SAN HILARION,-6.93478,-76.5106349
HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,-12.3551351,-74.8309521
AYACUCHO,HUANTA,HUAMANGUILLA,-13.0112488,-74.1734964
ANCASH,YUNGAY,YANAMA,-9.0209145,-77.4710377
APURIMAC,GRAU,VIRUNDO,-14.2505609,-72.6810786
AREQUIPA,CARAVELI,QUICACHA,-15.6252546,-73.7984366
APURIMAC,GRAU,VILCABAMBA,-14.0777198,-72.6249943
AYACUCHO,VICTOR FAJARDO,ASQUIPATA,-14.0551088,-73.9096218
LIMA,YAUYOS,PUTINZA,-12.66266,-75.911285
CAJAMARCA,SAN PABLO,SAN BERNARDINO,-7.165292,-78.7831824
SAN MARTIN,EL DORADO,AGUA BLANCA,-6.7249951,-76.6954671
ANCASH,HUARI,RAHUAPAMPA,-9.3591241,-77.0785439
SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,-6.3859594,-76.4386109
LA LIBERTAD,PATAZ,TAURIJA,-8.307586,-77.4230687
PIURA,SECHURA,BERNAL,-5.4628508,-80.7423694
LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,,
ANCASH,SANTA,MACATE,-8.760613,-78.0612105
HUANUCO,HUACAYBAMBA,PINRA,-8.9248412,-77.0153552
HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,-13.0675991,-74.4351151
PUNO,SAN ROMAN,CARACOTO,-15.5678983,-70.1024942
AYACUCHO,HUAMANGA,TAMBILLO,-13.1945296,-74.1110216
AYACUCHO,HUANTA,SIVIA,-12.5115862,-73.8588
LIMA,HUAURA,PACCHO,-10.957453,-76.93297
MOQUEGUA,MARISCAL NIETO,SAMEGUA,-17.181909,-70.8999491
LORETO,DATEM DEL MARAÃON,BARRANCA,,
HUANUCO,MARANON,CHOLON,-8.646668,-76.7448914
HUANCAVELICA,HUANCAVELICA,CUENCA,-12.4331919,-75.0386638
HUANCAVELICA,HUAYTARA,TAMBO,-13.6895118,-75.2746802
LA LIBERTAD,ASCOPE,CHOCOPE,-7.7918461,-79.2226569
CAJAMARCA,CELENDIN,CHUMUCH,-6.6029568,-78.200322
APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,-13.5323292,-73.2886036
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,-7.9604543,-79.2380208
JUNIN,CHUPACA,HUAMANCACA CHICO,-12.0809635,-75.2421078
LIMA,YAUYOS,CHOCOS,-12.927275,-75.9143335
LA LIBERTAD,JULCAN,CARABAMBA,-8.1128282,-78.6077347
ANCASH,SIHUAS,ALFONSO UGARTE,-8.4732866,-77.481472
LA LIBERTAD,SANTIAGO DE CHU,ANGASMARCA,,
AYACUCHO,HUAMANGA,OCROS,-13.3909666,-73.9153448
CUSCO,PAUCARTAMBO,PAUCARTAMBO,-13.3176052,-71.5959691
ANCASH,CORONGO,YUPAN,-8.6147333,-77.9687346
HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,-13.0375725,-75.6097176
SAN MARTIN,MARISCAL CACERE,CAMPANILLA,,
TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,-3.6460046,-80.404156
ANCASH,OCROS,OCROS,-10.4034734,-77.3967216
PASCO,DANIEL ALCIDES,TAPUC,-10.41885,-76.4641245
ICA,CHINCHA,CHAVIN,-13.0770802,-75.9129889
AMAZONAS,CHACHAPOYAS,HUANCAS,-6.1737297,-77.8647931
AYACUCHO,PARINACOCHAS,PULLO,-15.2103216,-73.8265885
PUNO,AZANGARO,ARAPA,-15.1391169,-70.1095722
ANCASH,ASUNCION,CHACAS,-9.1620773,-77.3660887
ANCASH,BOLOGNESI,AQUIA,-10.0745004,-77.1447485
APURIMAC,ANTABAMBA,HUAQUIRCA,-14.3398504,-72.8946361
SAN MARTIN,MOYOBAMBA,YANTALO,-5.9753278,-77.019882
ANCASH,OCROS,SAN PEDRO,-10.472651,-77.5774657
ANCASH,YUNGAY,QUILLO,-9.3287354,-78.0426198
JUNIN,CHUPACA,CHUPACA,-12.0617452,-75.2876533
LIMA,CANTA,CANTA,-11.4671178,-76.6239175
ANCASH,SANTA,COISHCO,-9.0227418,-78.6152844
LIMA,YAUYOS,TUPE,-12.7413521,-75.8094333
LORETO,REQUENA,ALTO TAPICHE,-6.7402458,-74.2664583
ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,-10.2932268,-77.2064011
AMAZONAS,UTCUBAMBA,EL MILAGRO,-5.6376206,-78.55816
PUNO,AZANGARO,ACHAYA,-15.2852382,-70.1614836
ANCASH,ANTONIO RAYMOND,MIRGAS,,
JUNIN,HUANCAYO,SICAYA,-12.0151728,-75.2800852
CUSCO,QUISPICANCHI,OCONGATE,-13.6270195,-71.3883538
AREQUIPA,CAYLLOMA,CAYLLOMA,-15.1885771,-71.7729945
CUSCO,CHUMBIVILCAS,COLQUEMARCA,-14.2846792,-72.0407386
PUNO,CARABAYA,SAN GABAN,-13.5396038,-70.4087141
LIMA,HUAROCHIRI,MARIATANA,-12.2664462,-76.3681952
ANCASH,BOLOGNESI,LA PRIMAVERA,-10.3038965,-77.0985643
TACNA,TACNA,PACHIA,-17.8969358,-70.1547383
APURIMAC,GRAU,PROGRESO,-14.1042274,-72.4361084
AYACUCHO,VILCA HUAMAN,CONCEPCION,,
LIMA,HUAURA,LEONCIO PRADO,-11.0577733,-76.9183837
LIMA,CANETE,SANTA CRUZ DE FLORES,-12.619522,-76.6415226
AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,-13.7291512,-74.2719606
PUNO,SAN ANTONIO DE,PUTINA,-14.9141,-69.8684837
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,-6.6434984,-79.3851288
ANCASH,HUAYLAS,HUATA,-9.0161061,-77.8619114
CAJAMARCA,SAN MARCOS,JOSE SABOGAL,-7.2144553,-77.9822936
SAN MARTIN,LAMAS,ZAPATERO,-6.5299906,-76.4942679
HUANCAVELICA,CASTROVIRREYNA,COCAS,-13.2759649,-75.3724533
AMAZONAS,LUYA,COCABAMBA,-6.6323195,-78.0132333
PUNO,YUNGUYO,CUTURAPI,-16.2700082,-69.177447
LORETO,MAYNAS,INDIANA,-3.4996924,-73.041948
APURIMAC,AYMARAES,LUCRE,-13.9496486,-73.2264093
LA LIBERTAD,PATAZ,BULDIBUYO,-8.1272065,-77.3950137
HUANUCO,HUAMALIES,SINGA,-9.3885999,-76.8126267
HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,-13.5340073,-75.314588
LORETO,REQUENA,TAPICHE,-6.0299214,-73.9443246
CUSCO,CANCHIS,SAN PABLO,-14.201866,-71.31498
CAJAMARCA,CAJAMARCA,JESUS,-7.2489716,-78.3794946
CAJAMARCA,CHOTA,HUAMBOS,-6.4526579,-78.9609489
AREQUIPA,AREQUIPA,YURA,-16.2528829,-71.681378
ANCASH,SIHUAS,RAGASH,-8.5319341,-77.6659419
AYACUCHO,SUCRE,CHALCOS,-13.8477453,-73.7540891
CAJAMARCA,CHOTA,MIRACOSTA,-6.4047699,-79.2837793
LA LIBERTAD,JULCAN,CALAMARCA,-8.1700672,-78.4115144
AMAZONAS,LUYA,TINGO,-6.3903984,-77.9416773
AYACUCHO,LA MAR,CHUNGUI,-13.2220319,-73.621572
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,-6.9347224,-77.8546995
PUNO,CARABAYA,CRUCERO,-14.3611964,-70.0234904
ANCASH,SIHUAS,QUICHES,-8.3950277,-77.4907
CUSCO,CANAS,QUEHUE,-14.3801173,-71.4553181
CAJAMARCA,CELENDIN,OXAMARCA,-7.0419042,-78.0680177
JUNIN,SATIPO,MAZAMARI,-11.3288086,-74.5306852
AREQUIPA,CASTILLA,CHOCO,-15.5769655,-72.1288562
ANCASH,HUARI,ANRA,-9.2336063,-76.9258158
HUANCAVELICA,ANGARAES,HUANCA-HUANCA,-12.9189354,-74.6101325
APURIMAC,AYMARAES,TORAYA,-14.0530843,-73.294551
CUSCO,LA CONVENCION,SANTA TERESA,-13.1301673,-72.594278
APURIMAC,ABANCAY,HUANIPACA,-13.4918729,-72.9335231
LIMA,HUAROCHIRI,HUACHUPAMPA,-11.6882621,-76.610784
PIURA,PIURA,EL TALLAN,-5.4413612,-80.6039452
CAJAMARCA,CHOTA,CHADIN,-6.434157,-78.4102176
PASCO,PASCO,HUARIACA,-10.4420288,-76.1894722
AREQUIPA,AREQUIPA,SACHACA,-16.425605,-71.5757898
JUNIN,CONCEPCION,SAN JOSE DE QUERO,-12.0854846,-75.5362388
AMAZONAS,LUYA,CONILA,-6.1153759,-78.2132816
SAN MARTIN,LAMAS,ALONSO DE ALVARADO,-6.29343,-76.782173
CUSCO,ANTA,CHINCHAYPUJIO,-13.6294563,-72.2328747
LIMA,YAUYOS,COLONIA,-12.6335725,-75.8902882
SAN MARTIN,SAN MARTIN,SHAPAJA,-6.579997,-76.2621546
ANCASH,HUARAZ,TARICA,-9.3954728,-77.491587
SAN MARTIN,BELLAVISTA,HUALLAGA,-7.3193011,-76.5436165
ANCASH,AIJA,CORIS,-9.8204769,-77.7190688
AMAZONAS,LUYA,OCALLI,-6.2353261,-78.2685931
SAN MARTIN,PICOTA,CASPISAPA,-6.9169052,-76.4216782
EUROPA,ITALIA,NAN,-23.3400823,-51.3813331
AREQUIPA,CAMANA,NICOLAS DE PIEROLA,-16.4736023,-72.6243389
AYACUCHO,LUCANAS,OTOCA,-14.4901743,-74.6864442
APURIMAC,AYMARAES,TAPAIRIHUA,-14.1413424,-73.1406114
PUNO,MELGAR,AYAVIRI,-14.8818397,-70.5900142
PASCO,DANIEL ALCIDES,SAN PEDRO DE PILLAO,-10.4389027,-76.4948711
SAN MARTIN,LAMAS,PINTO RECODO,-6.3793836,-76.6043562
PUNO,PUNO,HUATA,-15.615277,-69.9715376
LA LIBERTAD,PATAZ,HUANCASPATA,-8.4572986,-77.298332
HUANCAVELICA,CHURCAMPA,LA MERCED,-12.7882357,-74.3589274
AYACUCHO,LUCANAS,CHAVIÃA,,
ANCASH,SIHUAS,ACOBAMBA,-8.3261608,-77.5817182
HUANUCO,HUANUCO,YARUMAYO,-10.0044402,-76.468443
JUNIN,SATIPO,PAMPA HERMOSA,-11.4334433,-74.834495
CAJAMARCA,CAJAMARCA,LLACANORA,-7.1935919,-78.4266731
ANCASH,ANTONIO RAYMOND,CHACCHO,,
PIURA,MORROPON,SALITRAL,-5.3421136,-79.8325696
APURIMAC,ANDAHUAYLAS,CHIARA,-13.8671338,-73.6688012
ANCASH,AIJA,LA MERCED,-9.7354129,-77.6164507
AREQUIPA,LA UNION,TOMEPAMPA,-15.1726802,-72.8301444
CUSCO,QUISPICANCHI,LUCRE,-13.6337607,-71.7363891
HUANCAVELICA,ACOBAMBA,POMACOCHA,-12.8741295,-74.5316587
LIMA,YAUYOS,HUANTAN,-12.4562776,-75.8115551
HUANUCO,LAURICOCHA,QUEROPALCA,-10.1816645,-76.8045846
AYACUCHO,LUCANAS,SAISA,-14.9402449,-74.4167887
AMAZONAS,CONDORCANQUI,RIO SANTIAGO,-3.7542916,-77.9181529
PASCO,PASCO,HUACHON,-10.6364436,-75.9508096
CUSCO,QUISPICANCHI,URCOS,-13.6879153,-71.6255835
TACNA,TARATA,TARATA,-17.4747154,-70.0320713
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,-13.6112354,-74.532601
LIMA,HUAROCHIRI,SANTIAGO DE TUNA,-11.9834409,-76.5253381
LORETO,UCAYALI,INAHUAYA,-7.1174827,-75.2645205
ANCASH,OCROS,COCHAS,-10.6569083,-77.4825987
CUSCO,ACOMAYA,POMACANCHI,,
AMAZONAS,LUYA,SANTO TOMAS,-6.5731418,-77.8656837
LA LIBERTAD,OTUZCO,CHARAT,-7.8236151,-78.4478236
AREQUIPA,CARAVELI,ATICO,-16.2084572,-73.6232865
TUMBES,TUMBES,SAN JACINTO,-3.8388292,-80.5194942
AMERICA,ECUADOR,NAN,,
PUNO,CARABAYA,OLLACHEA,-13.7940318,-70.4721998
HUANCAVELICA,TAYACAJA,QUISHUAR,-12.2439427,-74.7773826
CUSCO,PAUCARTAMBO,HUANCARANI,-13.5030022,-71.6546176
PASCO,PASCO,NINACACA,-10.855562,-76.112699
AREQUIPA,LA UNION,PUYCA,-15.0592325,-72.6918516
ANCASH,HUAYLAS,SANTO TORIBIO,-8.8645311,-77.9144344
CAJAMARCA,CAJAMARCA,SAN JUAN,-7.2917583,-78.4975638
AYACUCHO,VICTOR FAJARDO,CAYARA,-13.7950216,-73.9888655
AYACUCHO,LUCANAS,SAN CRISTOBAL,-14.7431742,-74.2224412
ANCASH,PALLASCA,SANTA ROSA,-8.5270766,-78.0672625
LA LIBERTAD,BOLIVAR,LONGOTEA,-7.0436074,-77.8720314
PIURA,PAITA,ARENAL,-4.8997998,-81.0320779
AMAZONAS,RODRIGUEZ DE ME,MILPUC,,
LIMA,CANTA,SAN BUENAVENTURA,-11.4892571,-76.6619965
APURIMAC,AYMARAES,SAN JUAN DE CHACÃA,,
JUNIN,SATIPO,RIO TAMBO,-11.5601313,-73.7843043
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,,
LORETO,PUTUMAYO,PUTUMAYO,-2.3030502,-73.4160112
AYACUCHO,HUAMANGA,SOCOS,-13.2146111,-74.2891989
HUANCAVELICA,CHURCAMPA,ANCO,-12.643635,-74.5724185
PUNO,CHUCUITO,POMATA,-16.2731488,-69.2921984
ANCASH,RECUAY,TAPACOCHA,-10.0101988,-77.5691553
AMAZONAS,BONGARA,YAMBRASBAMBA,-5.4705272,-77.8483829
JUNIN,HUANCAYO,CHICCHE,-12.2959624,-75.2977476
AMERICA,ESTADOS UNIDOS,NAN,,
LIMA,HUAROCHIRI,ANTIOQUIA,-12.0575632,-76.5611215
ANCASH,HUARI,HUACACHI,-9.3157113,-76.9387603
PUNO,HUANCANE,VILQUE CHICO,-15.157057,-69.6190604
ANCASH,BOLOGNESI,COLQUIOC,-10.2985154,-77.5835216
SAN MARTIN,TOCACHE,SHUNTE,-8.4133053,-76.8880286
PUNO,PUNO,CHUCUITO,-16.6336027,-69.3018083
LORETO,UCAYALI,VARGAS GUERRA,-6.9769051,-74.9580168
CAJAMARCA,CUTERVO,CHOROS,-5.9003238,-78.693769
PASCO,PASCO,TICLACAYAN,-10.6065401,-76.083933
ANCASH,HUARAZ,COLCABAMBA,-9.5947968,-77.8088477
APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,-13.9690166,-73.4381941
AYACUCHO,HUAMANGA,PACAYCASA,-13.057084,-74.2145977
AMAZONAS,CONDORCANQUI,EL CENEPA,-4.0445016,-78.3559023
APURIMAC,GRAU,MAMARA,-14.228797,-72.5905334
HUANUCO,YARAWILCA,PAMPAMARCA,,
LA LIBERTAD,PATAZ,URPAY,-8.3479399,-77.3892967
AYACUCHO,SUCRE,SORAS,-14.1144908,-73.6040552
CUSCO,CALCA,LARES,-13.1041821,-72.0442395
CAJAMARCA,CHOTA,PACCHA,-6.4973639,-78.4234478
AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,-14.168823,-73.5728159
CUSCO,CANCHIS,TINTA,-14.1456699,-71.4071824
ANCASH,HUAYLAS,PUEBLO LIBRE,-9.1512947,-77.8183525
AYACUCHO,PAUCAR DEL SARA,SAN JAVIER DE ALPABAMBA,-15.0566202,-73.3224254
ANCASH,PALLASCA,TAUCA,-8.4700269,-78.0378275
AYACUCHO,VICTOR FAJARDO,HUALLA,-13.8498374,-73.9508662
AMAZONAS,BONGARA,VALERA,-6.0783357,-77.8704203
AMAZONAS,LUYA,MARIA,-6.4293408,-77.9603576
ANCASH,CARHUAZ,ACOPAMPA,-9.2903458,-77.6090668
APURIMAC,ANDAHUAYLAS,PACOBAMBA,-13.6162624,-73.0859306
SAN MARTIN,BELLAVISTA,ALTO BIAVO,-7.7884679,-76.3385586
AMAZONAS,CHACHAPOYAS,CHILIQUIN,-6.0798116,-77.7560102
PIURA,PAITA,VICHAYAL,-4.84546,-81.104945
ANCASH,HUARI,HUACHIS,-9.4096271,-77.1002734
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,-7.3379078,-79.5632502
LIMA,OYON,CAUJUL,-10.805688,-76.9788841
ANCASH,SANTA,MORO,-9.1388841,-78.1830024
HUANCAVELICA,TAYACAJA,SURCUBAMBA,-12.1163321,-74.630159
SAN MARTIN,PICOTA,SHAMBOYACU,-7.0238211,-76.1330208
LA LIBERTAD,SANTIAGO DE CHU,QUIRUVILCA,,
CAJAMARCA,JAEN,SAN FELIPE,-5.7704483,-79.313728
AYACUCHO,LUCANAS,LARAMATE,-14.2864145,-74.8427964
ANCASH,OCROS,CARHUAPAMPA,-10.4983123,-77.2171778
SAN MARTIN,RIOJA,POSIC,-6.013986,-77.1618238
HUANCAVELICA,HUANCAVELICA,PALCA,-12.6566995,-74.9805785
AREQUIPA,LA UNION,TAURIA,-15.3545528,-73.2323916
LIMA,CANTA,ARAHUAY,-11.6213221,-76.6703384
HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,-13.7950345,-75.2489987
LIMA,CAJATAMBO,CAJATAMBO,-10.4726165,-76.9929816
HUANCAVELICA,ANGARAES,CCOCHACCASA,-12.9275399,-74.7699827
AYACUCHO,LA MAR,CHILCAS,-13.1714014,-73.9067773
APURIMAC,CHINCHEROS,COCHARCAS,-13.6102757,-73.7410053
PUNO,HUANCANE,INCHUPALLA,-15.0094132,-69.6825135
JUNIN,HUANCAYO,CULLHUAS,-12.2237833,-75.1705501
LIMA,YAUYOS,QUINCHES,-12.3074173,-76.1431739
HUANCAVELICA,ANGARAES,CHINCHO,-12.9728691,-74.3673271
CUSCO,URUBAMBA,MARAS,-13.3353489,-72.1564755
CUSCO,CANCHIS,SAN PEDRO,-14.1864622,-71.3435744
AYACUCHO,CANGALLO,CHUSCHI,-13.5850271,-74.3520026
JUNIN,CONCEPCION,ORCOTUNA,-11.9688991,-75.3097665
LAMBAYEQUE,CHICLAYO,PICSI,-6.7181436,-79.7702045
CUSCO,ACOMAYA,ACOPIA,,
SAN MARTIN,PICOTA,PUCACACA,-6.8500511,-76.3430875
UCAYALI,PURUS,PURUS,-9.76893,-70.7138
CUSCO,PARURO,PACCARITAMBO,-13.7565865,-71.9564872
LIMA,HUARAL,PACARAOS,-11.1855537,-76.647254
PUNO,LAMPA,CABANILLA,-15.6203163,-70.345873
SAN MARTIN,EL DORADO,SHATOJA,-6.5284471,-76.7198207
AMAZONAS,LUYA,SAN CRISTOBAL,-6.0777959,-77.9467902
JUNIN,HUANCAYO,CHUPURO,-12.155252,-75.2454579
PUNO,SANDIA,PATAMBUCO,-14.3597256,-69.6197547
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,-16.6697938,-70.6662215
CUSCO,PAUCARTAMBO,CHALLABAMBA,-13.2151286,-71.6485302
ANCASH,OCROS,ACAS,-10.4575334,-77.3274735
